user_id,group,satisfaction_score
user_002020,control,69.04
user_002021,control,80.29
user_002022,control,80.47
user_002023,control,86.58
user_002024,control,84.66
user_002025,control,79.91
user_002026,control,63.72
user_002027,control,99.49
user_002028,control,60.96
user_002029,control,84.49
user_002030,control,79.31
user_002031,control,63.26
user_002032,control,73.76
user_002033,control,74.21
user_002034,control,88.06
user_002035,control,67.87
user_002036,control,72.38
user_002037,control,51.64
user_002038,control,92.35
user_002039,control,64.3
user_002040,control,78.27
user_002041,control,73.99
user_002042,control,74.02
user_002043,control,83.1
user_002044,control,91.71
user_002045,control,77.51
user_002046,control,81.55
user_002047,control,78.29
user_002048,control,85.18
user_002049,control,70.37
user_002050,control,85.75
user_002051,control,86.1
user_002052,control,85.83
user_002053,control,68.4
user_002054,control,73.32
user_002055,control,77.39
user_002056,control,61.29
user_002057,control,90.95
user_002058,control,74.88
user_002059,control,77.84
user_002060,control,69.23
user_002061,control,61.73
user_002062,control,68.96
user_002063,control,77.19
user_002064,control,81.73
user_002065,control,76.62
user_002066,control,78.47
user_002067,control,71.63
user_002068,control,79.96
user_002069,control,89.83
user_002070,control,82.05
user_002071,control,83.1
user_002072,control,77.94
user_002073,control,59.97
user_002074,control,64.55
user_002075,control,79.55
user_002076,control,74.89
user_002077,control,79.4
user_002078,control,91.76
user_002079,control,82.26
user_002080,control,87.59
user_002081,control,75.95
user_002082,control,66.93
user_002083,control,74.42
user_002084,control,66.95
user_002085,control,90.58
user_002086,control,82.9
user_002087,control,80.21
user_002088,control,87.36
user_002089,control,54.8
user_002090,control,80.88
user_002091,control,61.89
user_002092,control,74.93
user_002093,control,71.88
user_002094,control,81.62
user_002095,control,77.28
user_002096,control,88.45
user_002097,control,68.98
user_002098,control,82.09
user_002099,control,76.62
user_002100,control,58.65
user_002101,control,65.81
user_002102,control,73.5
user_002103,control,86.12
user_002104,control,79.64
user_002105,control,63.32
user_002106,control,73.6
user_002107,control,95.18
user_002108,control,76.11
user_002109,control,71.73
user_002110,control,79.92
user_002111,control,82.63
user_002112,control,70.44
user_002113,control,80.03
user_002114,control,71.71
user_002115,control,82.19
user_002116,control,76.7
user_002117,control,79.82
user_002118,control,67.41
user_002119,control,66.79
user_002120,control,84.45
user_002121,control,74.21
user_002122,control,77.85
user_002123,control,71.94
user_002124,control,83.99
user_002125,control,68.92
user_002126,control,73.64
user_002127,control,82.86
user_002128,control,86.73
user_002129,control,69.76
user_002130,control,94.6
user_002131,control,78.13
user_002132,control,64.57
user_002133,control,78.69
user_002134,control,71.17
user_002135,control,79.34
user_002136,control,74.57
user_002137,control,75.74
user_002138,control,65.88
user_002139,control,84.9
user_002140,control,63.44
user_002141,control,63.91
user_002142,control,78.67
user_002143,control,91.03
user_002144,control,71.47
user_002145,control,82.01
user_002146,control,85.73
user_002147,control,83.15
user_002148,control,71.89
user_002149,control,64.09
user_002150,control,52.92
user_002151,control,72.37
user_002152,control,86.78
user_002153,control,63.76
user_002154,control,82.0
user_002155,control,65.5
user_002156,control,76.06
user_002157,control,82.08
user_002158,control,68.41
user_002159,control,76.7
user_002160,control,70.85
user_002161,control,82.05
user_002162,control,77.35
user_002163,control,75.57
user_002164,control,90.58
user_002165,control,81.62
user_002166,control,68.1
user_002167,control,74.14
user_002168,control,74.24
user_002169,control,75.8
user_002170,control,100.25
user_002171,control,78.71
user_002172,control,54.64
user_002173,control,69.57
user_002174,control,55.68
user_002175,control,71.7
user_002176,control,55.13
user_002177,control,66.28
user_002178,control,59.79
user_002179,control,78.84
user_002180,control,75.01
user_002181,control,78.03
user_002182,control,73.95
user_002183,control,61.06
user_002184,control,80.14
user_002185,control,94.22
user_002186,control,79.09
user_002187,control,70.74
user_002188,control,60.72
user_002189,control,65.92
user_002190,control,79.53
user_002191,control,85.73
user_002192,control,77.61
user_002193,control,83.0
user_002194,control,82.08
user_002195,control,80.07
user_002196,control,68.42
user_002197,control,76.74
user_002198,control,66.52
user_002199,control,75.17
user_002200,control,78.31
user_002201,control,91.79
user_002202,control,61.9
user_002203,control,79.82
user_002204,control,89.81
user_002205,control,82.59
user_002206,control,83.33
user_002207,control,80.88
user_002208,control,87.98
user_002209,control,64.13
user_002210,control,61.14
user_002211,control,74.94
user_002212,control,53.39
user_002213,control,87.31
user_002214,control,87.21
user_002215,control,70.67
user_002216,control,71.29
user_002217,control,74.28
user_002218,control,75.52
user_002219,control,76.27
user_002220,control,80.58
user_002221,control,73.27
user_002222,control,84.43
user_002223,control,79.46
user_002224,control,68.93
user_002225,control,88.35
user_002226,control,61.42
user_002227,control,74.08
user_002228,control,84.67
user_002229,control,67.77
user_002230,control,78.1
user_002231,control,80.43
user_002232,control,66.39
user_002233,control,74.28
user_002234,control,73.43
user_002235,control,69.48
user_002236,control,98.02
user_002237,control,67.37
user_002238,control,85.05
user_002239,control,71.07
user_002240,control,64.13
user_002241,control,76.03
user_002242,control,81.49
user_002243,control,84.21
user_002244,control,90.62
user_002245,control,104.45
user_002246,control,77.51
user_002247,control,68.37
user_002248,control,79.53
user_002249,control,72.34
user_002250,control,84.26
user_002251,control,62.03
user_002252,control,98.68
user_002253,control,83.56
user_002254,control,58.16
user_002255,control,67.91
user_002256,control,83.16
user_002257,control,86.76
user_002258,control,62.28
user_002259,control,82.13
user_002260,control,55.53
user_002261,control,74.11
user_002262,control,86.12
user_002263,control,69.48
user_002264,control,59.93
user_002265,control,76.46
user_002266,control,68.95
user_002267,control,81.3
user_002268,control,66.15
user_002269,control,67.27
user_002270,control,54.79
user_002271,control,76.7
user_002272,control,73.39
user_002273,control,63.12
user_002274,control,76.94
user_002275,control,85.27
user_002276,control,72.84
user_002277,control,77.68
user_002278,control,77.73
user_002279,control,62.96
user_002280,control,95.57
user_002281,control,70.29
user_002282,control,81.56
user_002283,control,82.69
user_002284,control,73.6
user_002285,control,81.07
user_002286,control,77.46
user_002287,control,60.82
user_002288,control,71.68
user_002289,control,68.87
user_002290,control,70.38
user_002291,control,61.96
user_002292,control,86.26
user_002293,control,91.02
user_002294,control,84.78
user_002295,control,87.71
user_002296,control,71.55
user_002297,control,68.64
user_002298,control,67.21
user_002299,control,81.44
user_002300,control,77.27
user_002301,control,74.23
user_002302,control,87.95
user_002303,control,79.05
user_002304,control,66.61
user_002305,control,68.19
user_002306,control,81.82
user_002307,control,85.42
user_002308,control,80.52
user_002309,control,93.97
user_002310,control,91.35
user_002311,control,79.41
user_002312,control,66.61
user_002313,control,61.9
user_002314,control,71.13
user_002315,control,82.53
user_002316,control,93.27
user_002317,control,79.17
user_002318,control,86.69
user_002319,control,72.55
user_002320,control,81.23
user_002321,control,83.23
user_002322,control,55.2
user_002323,control,70.87
user_002324,control,84.5
user_002325,control,77.74
user_002326,control,63.03
user_002327,control,50.7
user_002328,control,71.34
user_002329,control,74.28
user_002330,control,66.16
user_002331,control,76.43
user_002332,control,80.06
user_002333,control,81.71
user_002334,control,51.44
user_002335,control,61.86
user_002336,control,71.95
user_002337,control,80.72
user_002338,control,79.89
user_002339,control,79.72
user_002340,control,71.17
user_002341,control,71.72
user_002342,control,67.72
user_002343,control,82.68
user_002344,control,65.8
user_002345,control,83.5
user_002346,control,77.08
user_002347,control,74.55
user_002348,control,68.43
user_002349,control,61.44
user_002350,control,68.52
user_002351,control,71.7
user_002352,control,51.31
user_002353,control,73.03
user_002354,control,84.24
user_002355,control,80.67
user_002356,control,70.04
user_002357,control,75.47
user_002358,control,69.44
user_002359,control,76.49
user_002360,control,90.4
user_002361,control,84.68
user_002362,control,80.21
user_002363,control,70.07
user_002364,control,82.5
user_002365,control,58.13
user_002366,control,72.48
user_002367,control,80.84
user_002368,control,82.4
user_002369,control,81.7
user_002370,control,77.95
user_002371,control,73.04
user_002372,control,80.38
user_002373,control,65.47
user_002374,control,66.55
user_002375,control,75.62
user_002376,control,76.73
user_002377,control,56.74
user_002378,control,79.55
user_002379,control,82.73
user_002380,control,74.23
user_002381,control,98.74
user_002382,control,68.17
user_002383,control,71.39
user_002384,control,71.05
user_002385,control,74.24
user_002386,control,71.71
user_002387,control,60.93
user_002388,control,69.53
user_002389,control,74.02
user_002390,control,87.29
user_002391,control,97.02
user_002392,control,88.35
user_002393,control,67.25
user_002394,control,68.04
user_002395,control,73.41
user_002396,control,92.85
user_002397,control,73.35
user_002398,control,61.72
user_002399,control,69.99
user_002400,control,82.57
user_002401,control,81.9
user_002402,control,73.0
user_002403,control,81.83
user_002404,control,52.27
user_002405,control,76.04
user_002406,control,83.61
user_002407,control,66.67
user_002408,control,66.64
user_002409,control,56.34
user_002410,control,90.9
user_002411,control,67.8
user_002412,control,77.41
user_002413,control,81.04
user_002414,control,90.12
user_002415,control,73.46
user_002416,control,69.61
user_002417,control,76.73
user_002418,control,87.84
user_002419,control,73.3
user_002420,control,65.45
user_002421,control,59.59
user_002422,control,62.79
user_002423,control,83.64
user_002424,control,71.79
user_002425,control,68.92
user_002426,control,67.84
user_002427,control,75.85
user_002428,control,72.61
user_002429,control,72.27
user_002430,control,88.49
user_002431,control,90.38
user_002432,control,58.9
user_002433,control,78.28
user_002434,control,67.23
user_002435,control,72.52
user_002436,control,78.09
user_002437,control,72.87
user_002438,control,77.3
user_002439,control,81.73
user_002440,control,77.95
user_002441,control,68.53
user_002442,control,68.71
user_002443,control,60.6
user_002444,control,66.46
user_002445,control,94.62
user_002446,control,67.08
user_002447,control,63.07
user_002448,control,78.2
user_002449,control,73.9
user_002450,control,73.04
user_002451,control,89.09
user_002452,control,80.49
user_002453,control,69.7
user_002454,control,70.76
user_002455,control,69.97
user_002456,control,83.75
user_002457,control,71.92
user_002458,control,57.07
user_002459,control,74.52
user_002460,control,59.63
user_002461,control,96.84
user_002462,control,65.34
user_002463,control,73.38
user_002464,control,77.58
user_002465,control,72.11
user_002466,control,72.1
user_002467,control,79.22
user_002468,control,90.26
user_002469,control,82.68
user_002470,control,89.79
user_002471,control,64.53
user_002472,control,78.17
user_002473,control,76.55
user_002474,control,78.51
user_002475,control,88.76
user_002476,control,72.79
user_002477,control,70.94
user_002478,control,80.34
user_002479,control,57.22
user_002480,control,72.63
user_002481,control,73.66
user_002482,control,65.8
user_002483,control,85.57
user_002484,control,64.38
user_002485,control,73.64
user_002486,control,77.93
user_002487,control,88.53
user_002488,control,74.89
user_002489,control,84.36
user_002490,control,82.01
user_002491,control,76.23
user_002492,control,64.1
user_002493,control,60.65
user_002494,control,76.07
user_002495,control,69.57
user_002496,control,84.19
user_002497,control,82.46
user_002498,control,73.15
user_002499,control,63.42
user_002500,control,80.11
user_002501,control,64.82
user_002502,control,67.42
user_002503,control,65.21
user_002504,control,73.61
user_002505,control,86.7
user_002506,control,74.95
user_002507,control,70.57
user_002508,control,59.74
user_002509,control,80.52
user_002510,control,67.2
user_002511,control,76.18
user_002512,control,71.46
user_002513,control,83.38
user_002514,control,73.43
user_002515,control,74.41
user_002516,control,79.86
user_002517,control,96.07
user_002518,control,83.88
user_002519,control,74.11
user_002520,control,75.03
user_002521,control,69.75
user_002522,control,65.5
user_002523,control,69.47
user_002524,control,67.28
user_002525,control,81.53
user_002526,control,64.29
user_002527,control,88.33
user_002528,control,82.52
user_002529,control,75.21
user_002530,control,75.0
user_002531,control,69.43
user_002532,control,77.7
user_002533,control,85.88
user_002534,control,67.97
user_002535,control,59.67
user_002536,control,82.03
user_002537,control,78.24
user_002538,control,63.8
user_002539,control,67.67
user_002540,control,66.41
user_002541,control,67.75
user_002542,control,71.76
user_002543,control,72.33
user_002544,control,68.49
user_002545,control,67.42
user_002546,control,72.71
user_002547,control,76.68
user_002548,control,71.84
user_002549,control,86.59
user_002550,control,80.08
user_002551,control,59.09
user_002552,control,80.24
user_002553,control,81.06
user_002554,control,70.65
user_002555,control,60.05
user_002556,control,75.08
user_002557,control,74.92
user_002558,control,63.78
user_002559,control,60.49
user_002560,control,74.12
user_002561,control,72.67
user_002562,control,70.83
user_002563,control,74.17
user_002564,control,63.97
user_002565,control,70.65
user_002566,control,80.33
user_002567,control,71.5
user_002568,control,58.28
user_002569,control,70.27
user_002570,control,64.3
user_002571,control,77.67
user_002572,control,78.19
user_002573,control,58.41
user_002574,control,82.59
user_002575,control,63.88
user_002576,control,90.59
user_002577,control,74.51
user_002578,control,62.54
user_002579,control,63.58
user_002580,control,78.48
user_002581,control,71.09
user_002582,control,74.03
user_002583,control,91.13
user_002584,control,68.01
user_002585,control,75.6
user_002586,control,89.2
user_002587,control,77.71
user_002588,control,58.93
user_002589,control,80.05
user_002590,control,63.37
user_002591,control,89.07
user_002592,control,66.77
user_002593,control,104.7
user_002594,control,89.67
user_002595,control,67.03
user_002596,control,75.2
user_002597,control,82.54
user_002598,control,82.84
user_002599,control,79.42
user_002600,control,87.52
user_002601,control,73.77
user_002602,control,71.33
user_002603,control,71.53
user_002604,control,83.58
user_002605,control,78.65
user_002606,control,77.91
user_002607,control,82.95
user_002608,control,54.49
user_002609,control,78.1
user_002610,control,77.19
user_002611,control,91.69
user_002612,control,59.71
user_002613,control,90.57
user_002614,control,75.75
user_002615,control,79.89
user_002616,control,91.76
user_002617,control,80.61
user_002618,control,79.0
user_002619,control,77.42
user_002620,control,70.17
user_002621,control,74.72
user_002622,control,67.84
user_002623,control,74.55
user_002624,control,51.64
user_002625,control,79.29
user_002626,control,73.78
user_002627,control,71.64
user_002628,control,77.2
user_002629,control,60.66
user_002630,control,94.29
user_002631,control,73.97
user_002632,control,73.54
user_002633,control,65.35
user_002634,control,75.24
user_002635,control,88.87
user_002636,control,85.36
user_002637,control,83.54
user_002638,control,80.46
user_002639,control,71.41
user_002640,control,60.5
user_002641,control,72.99
user_002642,control,72.64
user_002643,control,85.49
user_002644,control,78.09
user_002645,control,91.12
user_002646,control,86.97
user_002647,control,70.44
user_002648,control,57.05
user_002649,control,88.86
user_002650,control,88.59
user_002651,control,61.34
user_002652,control,90.09
user_002653,control,78.82
user_002654,control,76.61
user_002655,control,91.15
user_002656,control,88.45
user_002657,control,81.51
user_002658,control,79.73
user_002659,control,81.16
user_002660,control,71.0
user_002661,control,74.45
user_002662,control,65.98
user_002663,control,71.67
user_002664,control,71.33
user_002665,control,68.65
user_002666,control,76.37
user_002667,control,71.76
user_002668,control,80.02
user_002669,control,58.78
user_002670,control,73.87
user_002671,control,76.32
user_002672,control,71.89
user_002673,control,73.28
user_002674,control,59.15
user_002675,control,78.56
user_002676,control,81.48
user_002677,control,79.94
user_002678,control,85.39
user_002679,control,77.02
user_002680,control,79.79
user_002681,control,76.56
user_002682,control,81.88
user_002683,control,59.23
user_002684,control,66.06
user_002685,control,90.87
user_002686,control,50.4
user_002687,control,73.6
user_002688,control,86.72
user_002689,control,74.07
user_002690,control,70.95
user_002691,control,76.29
user_002692,control,71.47
user_002693,control,75.31
user_002694,control,68.17
user_002695,control,86.09
user_002696,control,89.23
user_002697,control,73.67
user_002698,control,61.14
user_002699,control,69.76
user_002700,control,73.16
user_002701,control,80.06
user_002702,control,64.92
user_002703,control,67.31
user_002704,control,80.11
user_002705,control,84.39
user_002706,control,68.78
user_002707,control,61.67
user_002708,control,107.84
user_002709,control,82.83
user_002710,control,72.33
user_002711,control,83.69
user_002712,control,73.76
user_002713,control,83.67
user_002714,control,76.59
user_002715,control,75.91
user_002716,control,73.86
user_002717,control,60.53
user_002718,control,94.38
user_002719,control,65.58
user_002720,control,61.4
user_002721,control,72.87
user_002722,control,65.39
user_002723,control,74.48
user_002724,control,81.88
user_002725,control,84.95
user_002726,control,83.15
user_002727,control,71.94
user_002728,control,75.5
user_002729,control,79.08
user_002730,control,57.42
user_002731,control,80.71
user_002732,control,60.43
user_002733,control,95.4
user_002734,control,70.95
user_002735,control,73.15
user_002736,control,67.3
user_002737,control,68.7
user_002738,control,97.74
user_002739,control,84.4
user_002740,control,59.51
user_002741,control,90.04
user_002742,control,86.93
user_002743,control,72.19
user_002744,control,78.07
user_002745,control,74.85
user_002746,control,94.73
user_002747,control,67.04
user_002748,control,76.46
user_002749,control,70.72
user_002750,control,60.67
user_002751,control,96.92
user_002752,control,63.18
user_002753,control,77.2
user_002754,control,57.59
user_002755,control,71.01
user_002756,control,79.22
user_002757,control,66.75
user_002758,control,80.87
user_002759,control,72.31
user_002760,control,86.6
user_002761,control,88.62
user_002762,control,69.13
user_002763,control,75.77
user_002764,control,76.83
user_002765,control,81.19
user_002766,control,75.14
user_002767,control,76.9
user_002768,control,72.57
user_002769,control,76.15
user_002770,control,87.98
user_002771,control,81.46
user_002772,control,82.01
user_002773,control,82.23
user_002774,control,73.46
user_002775,control,78.19
user_002776,control,64.15
user_002777,control,87.69
user_002778,control,47.17
user_002779,control,74.13
user_002780,control,86.41
user_002781,control,61.36
user_002782,control,79.0
user_002783,control,68.19
user_002784,control,71.31
user_002785,control,84.46
user_002786,control,76.98
user_002787,control,54.66
user_002788,control,65.24
user_002789,control,84.75
user_002790,control,79.49
user_002791,control,92.48
user_002792,control,91.83
user_002793,control,71.58
user_002794,control,100.03
user_002795,control,75.24
user_002796,control,65.37
user_002797,control,68.66
user_002798,control,52.43
user_002799,control,91.07
user_002800,control,90.95
user_002801,control,64.84
user_002802,control,72.72
user_002803,control,75.96
user_002804,control,65.4
user_002805,control,57.45
user_002806,control,72.9
user_002807,control,71.79
user_002808,control,71.12
user_002809,control,77.23
user_002810,control,89.3
user_002811,control,71.97
user_002812,control,76.7
user_002813,control,82.27
user_002814,control,80.54
user_002815,control,68.86
user_002816,control,75.96
user_002817,control,80.48
user_002818,control,63.72
user_002819,control,87.64
user_002820,control,89.32
user_002821,control,67.77
user_002822,control,76.94
user_002823,control,81.42
user_002824,control,69.54
user_002825,control,79.82
user_002826,control,76.63
user_002827,control,60.32
user_002828,control,79.59
user_002829,control,64.0
user_002830,control,84.39
user_002831,control,68.29
user_002832,control,73.39
user_002833,control,88.72
user_002834,control,79.96
user_002835,control,64.21
user_002836,control,64.85
user_002837,control,69.01
user_002838,control,78.95
user_002839,control,78.58
user_002840,control,66.57
user_002841,control,63.33
user_002842,control,77.82
user_002843,control,73.18
user_002844,control,96.57
user_002845,control,75.37
user_002846,control,93.14
user_002847,control,63.3
user_002848,control,59.27
user_002849,control,63.8
user_002850,control,86.89
user_002851,control,92.56
user_002852,control,67.18
user_002853,control,70.39
user_002854,control,63.31
user_002855,control,56.88
user_002856,control,82.18
user_002857,control,77.23
user_002858,control,75.1
user_002859,control,61.0
user_002860,control,91.4
user_002861,control,69.97
user_002862,control,80.34
user_002863,control,60.45
user_002864,control,73.09
user_002865,control,77.91
user_002866,control,78.27
user_002867,control,76.55
user_002868,control,79.95
user_002869,control,63.69
user_002870,control,76.97
user_002871,control,76.14
user_002872,control,77.32
user_002873,control,75.72
user_002874,control,62.27
user_002875,control,61.82
user_002876,control,52.86
user_002877,control,83.18
user_002878,control,83.28
user_002879,control,83.44
user_002880,control,78.07
user_002881,control,53.67
user_002882,control,64.73
user_002883,control,76.7
user_002884,control,76.36
user_002885,control,72.77
user_002886,control,78.69
user_002887,control,75.12
user_002888,control,76.21
user_002889,control,68.61
user_002890,control,84.82
user_002891,control,70.69
user_002892,control,61.69
user_002893,control,67.29
user_002894,control,71.52
user_002895,control,84.94
user_002896,control,74.58
user_002897,control,73.14
user_002898,control,62.51
user_002899,control,82.85
user_002900,control,68.48
user_002901,control,74.0
user_002902,control,89.8
user_002903,control,80.09
user_002904,control,58.72
user_002905,control,57.3
user_002906,control,74.36
user_002907,control,62.87
user_002908,control,81.49
user_002909,control,75.42
user_002910,control,76.65
user_002911,control,67.93
user_002912,control,92.41
user_002913,control,103.43
user_002914,control,72.21
user_002915,control,78.53
user_002916,control,75.97
user_002917,control,72.4
user_002918,control,66.68
user_002919,control,64.15
user_002920,control,63.64
user_002921,control,79.05
user_002922,control,69.8
user_002923,control,49.22
user_002924,control,79.45
user_002925,control,74.62
user_002926,control,88.47
user_002927,control,78.73
user_002928,control,60.21
user_002929,control,52.7
user_002930,control,67.81
user_002931,control,68.75
user_002932,control,84.43
user_002933,control,74.91
user_002934,control,86.34
user_002935,control,61.75
user_002936,control,84.65
user_002937,control,82.21
user_002938,control,54.82
user_002939,control,88.23
user_002940,control,75.93
user_002941,control,78.92
user_002942,control,66.35
user_002943,control,87.75
user_002944,control,63.14
user_002945,control,83.32
user_002946,control,83.21
user_002947,control,65.26
user_002948,control,94.83
user_002949,control,77.32
user_002950,control,81.54
user_002951,control,59.73
user_002952,control,96.18
user_002953,control,62.75
user_002954,control,85.25
user_002955,control,65.05
user_002956,control,68.81
user_002957,control,82.89
user_002958,control,85.28
user_002959,control,62.29
user_002960,control,85.9
user_002961,control,85.45
user_002962,control,65.62
user_002963,control,90.99
user_002964,control,60.43
user_002965,control,68.75
user_002966,control,79.79
user_002967,control,66.46
user_002968,control,77.64
user_002969,control,77.41
user_002970,control,73.13
user_002971,control,83.32
user_002972,control,72.72
user_002973,control,77.32
user_002974,control,86.46
user_002975,control,82.91
user_002976,control,82.86
user_002977,control,63.51
user_002978,control,80.25
user_002979,control,66.22
user_002980,control,62.19
user_002981,control,74.28
user_002982,control,65.96
user_002983,control,82.91
user_002984,control,83.15
user_002985,control,55.97
user_002986,control,66.72
user_002987,control,60.4
user_002988,control,70.37
user_002989,control,79.55
user_002990,control,72.58
user_002991,control,69.1
user_002992,control,88.0
user_002993,control,51.95
user_002994,control,87.37
user_002995,control,69.56
user_002996,control,74.22
user_002997,control,69.73
user_002998,control,90.43
user_002999,control,62.69
user_003000,control,75.12
user_003001,control,80.27
user_003002,control,58.89
user_003003,control,65.8
user_003004,control,73.52
user_003005,control,66.13
user_003006,control,66.84
user_003007,control,71.5
user_003008,control,81.5
user_003009,control,71.57
user_003010,control,85.78
user_003011,control,65.02
user_003012,control,62.48
user_003013,control,94.26
user_003014,control,68.42
user_003015,control,61.89
user_003016,control,57.58
user_003017,control,85.75
user_003018,control,71.59
user_003019,control,72.46
user_003020,control,73.41
user_003021,control,85.13
user_003022,control,73.2
user_003023,control,98.44
user_003024,control,76.34
user_003025,control,85.62
user_003026,control,83.05
user_003027,control,74.64
user_003028,control,69.13
user_003029,control,78.32
user_003030,control,80.1
user_003031,control,69.27
user_003032,control,76.66
user_003033,control,87.36
user_003034,control,95.7
user_003035,control,83.54
user_003036,control,93.63
user_003037,control,68.71
user_003038,control,82.02
user_003039,control,88.39
user_003040,control,66.04
user_003041,control,70.14
user_003042,control,92.38
user_003043,control,65.25
user_003044,control,61.59
user_003045,control,90.28
user_003046,control,86.97
user_003047,control,79.32
user_003048,control,74.54
user_003049,control,70.61
user_003050,control,77.82
user_003051,control,90.8
user_003052,control,77.39
user_003053,control,96.67
user_003054,control,66.02
user_003055,control,74.8
user_003056,control,71.27
user_003057,control,64.15
user_003058,control,73.47
user_003059,control,79.17
user_003060,control,80.24
user_003061,control,96.7
user_003062,control,79.64
user_003063,control,86.5
user_003064,control,75.66
user_003065,control,91.78
user_003066,control,98.98
user_003067,control,80.31
user_003068,control,65.07
user_003069,control,69.51
user_003070,control,77.82
user_003071,control,79.56
user_003072,control,81.98
user_003073,control,79.6
user_003074,control,75.07
user_003075,control,68.64
user_003076,control,79.01
user_003077,control,93.55
user_003078,control,85.2
user_003079,control,80.35
user_003080,control,85.3
user_003081,control,71.29
user_003082,control,69.92
user_003083,control,67.52
user_003084,control,73.75
user_003085,control,70.78
user_003086,control,87.08
user_003087,control,70.25
user_003088,control,66.97
user_003089,control,94.43
user_003090,control,70.49
user_003091,control,76.54
user_003092,control,79.51
user_003093,control,63.63
user_003094,control,87.35
user_003095,control,81.37
user_003096,control,90.58
user_003097,control,68.21
user_003098,control,75.99
user_003099,control,75.39
user_003100,control,77.64
user_003101,control,60.45
user_003102,control,76.11
user_003103,control,60.74
user_003104,control,78.58
user_003105,control,53.71
user_003106,control,56.48
user_003107,control,83.19
user_003108,control,69.53
user_003109,control,65.12
user_003110,control,87.71
user_003111,control,78.28
user_003112,control,83.72
user_003113,control,73.34
user_003114,control,101.8
user_003115,control,68.95
user_003116,control,92.44
user_003117,control,74.39
user_003118,control,58.45
user_003119,control,79.83
user_003120,control,78.15
user_003121,control,64.49
user_003122,control,65.78
user_003123,control,74.75
user_003124,control,78.5
user_003125,control,50.29
user_003126,control,85.53
user_003127,control,70.06
user_003128,control,61.68
user_003129,control,84.41
user_003130,control,74.76
user_003131,control,87.16
user_003132,control,79.38
user_003133,control,74.98
user_003134,control,73.47
user_003135,control,79.83
user_003136,control,70.86
user_003137,control,66.47
user_003138,control,81.1
user_003139,control,73.56
user_003140,control,75.34
user_003141,control,85.89
user_003142,control,73.86
user_003143,control,75.15
user_003144,control,69.0
user_003145,control,79.31
user_003146,control,78.5
user_003147,control,84.01
user_003148,control,69.21
user_003149,control,70.42
user_003150,control,82.92
user_003151,control,77.52
user_003152,control,65.94
user_003153,control,88.07
user_003154,control,58.02
user_003155,control,82.84
user_003156,control,62.35
user_003157,control,93.86
user_003158,control,59.55
user_003159,control,86.52
user_003160,control,74.18
user_003161,control,71.33
user_003162,control,76.85
user_003163,control,81.32
user_003164,control,65.96
user_003165,control,66.84
user_003166,control,81.5
user_003167,control,57.93
user_003168,control,69.16
user_003169,control,105.41
user_003170,control,65.32
user_003171,control,86.48
user_003172,control,69.14
user_003173,control,80.09
user_003174,control,81.54
user_003175,control,86.29
user_003176,control,73.0
user_003177,control,94.89
user_003178,control,69.11
user_003179,control,77.34
user_003180,control,77.45
user_003181,control,63.78
user_003182,control,72.14
user_003183,control,76.62
user_003184,control,70.68
user_003185,control,99.41
user_003186,control,66.61
user_003187,control,86.79
user_003188,control,83.56
user_003189,control,74.86
user_003190,control,66.35
user_003191,control,67.32
user_003192,control,69.82
user_003193,control,57.14
user_003194,control,64.97
user_003195,control,60.18
user_003196,control,88.46
user_003197,control,81.18
user_003198,control,82.86
user_003199,control,80.89
user_003200,control,76.67
user_003201,control,89.61
user_003202,control,68.89
user_003203,control,76.07
user_003204,control,82.47
user_003205,control,61.79
user_003206,control,105.97
user_003207,control,75.29
user_003208,control,76.42
user_003209,control,87.57
user_003210,control,84.15
user_003211,control,75.38
user_003212,control,76.3
user_003213,control,59.96
user_003214,control,69.44
user_003215,control,80.17
user_003216,control,79.44
user_003217,control,87.21
user_003218,control,73.79
user_003219,control,61.13
user_003220,control,85.57
user_003221,control,89.36
user_003222,control,83.98
user_003223,control,73.36
user_003224,control,85.44
user_003225,control,109.29
user_003226,control,76.15
user_003227,control,61.88
user_003228,control,69.14
user_003229,control,81.25
user_003230,control,58.95
user_003231,control,76.69
user_003232,control,78.8
user_003233,control,90.35
user_003234,control,88.1
user_003235,control,83.65
user_003236,control,53.37
user_003237,control,84.21
user_003238,control,82.06
user_003239,control,77.56
user_003240,control,57.7
user_003241,control,67.23
user_003242,control,63.33
user_003243,control,54.85
user_003244,control,74.97
user_003245,control,67.02
user_003246,control,101.25
user_003247,control,73.31
user_003248,control,87.94
user_003249,control,59.31
user_003250,control,69.7
user_003251,control,75.97
user_003252,control,65.92
user_003253,control,70.78
user_003254,control,72.82
user_003255,control,72.66
user_003256,control,93.55
user_003257,control,78.78
user_003258,control,79.8
user_003259,control,80.4
user_003260,control,81.13
user_003261,control,74.17
user_003262,control,71.79
user_003263,control,76.67
user_003264,control,86.57
user_003265,control,86.26
user_003266,control,72.6
user_003267,control,82.68
user_003268,control,73.05
user_003269,control,75.34
user_003270,control,70.26
user_003271,control,73.18
user_003272,control,88.41
user_003273,control,75.92
user_003274,control,76.35
user_003275,control,60.53
user_003276,control,71.91
user_003277,control,72.59
user_003278,control,66.71
user_003279,control,75.22
user_003280,control,70.71
user_003281,control,75.8
user_003282,control,76.22
user_003283,control,65.44
user_003284,control,71.01
user_003285,control,75.77
user_003286,control,86.84
user_003287,control,77.57
user_003288,control,68.38
user_003289,control,78.99
user_003290,control,92.08
