user_id,group,watch_duration
user_002193,control,4.09
user_002194,control,14.18
user_002195,control,7.17
user_002196,control,17.13
user_002197,control,12.37
user_002198,control,7.29
user_002199,control,18.0
user_002200,control,51.6
user_002201,control,10.46
user_002202,control,21.67
user_002203,control,4.33
user_002204,control,5.67
user_002205,control,17.78
user_002206,control,39.94
user_002207,control,16.19
user_002208,control,9.48
user_002209,control,12.18
user_002210,control,4.48
user_002211,control,19.76
user_002212,control,24.68
user_002213,control,8.49
user_002214,control,8.36
user_002215,control,15.07
user_002216,control,8.59
user_002217,control,11.55
user_002218,control,65.35
user_002219,control,10.0
user_002220,control,9.15
user_002221,control,7.26
user_002222,control,22.1
user_002223,control,10.54
user_002224,control,7.25
user_002225,control,35.06
user_002226,control,37.93
user_002227,control,7.54
user_002228,control,2.74
user_002229,control,27.28
user_002230,control,7.04
user_002231,control,22.93
user_002232,control,2.52
user_002233,control,24.88
user_002234,control,4.62
user_002235,control,21.86
user_002236,control,12.32
user_002237,control,5.68
user_002238,control,8.8
user_002239,control,21.1
user_002240,control,13.26
user_002241,control,19.44
user_002242,control,59.21
user_002243,control,3.49
user_002244,control,44.42
user_002245,control,13.24
user_002246,control,5.94
user_002247,control,4.2
user_002248,control,10.47
user_002249,control,25.47
user_002250,control,11.0
user_002251,control,40.81
user_002252,control,3.82
user_002253,control,12.07
user_002254,control,4.47
user_002255,control,16.3
user_002256,control,24.77
user_002257,control,8.7
user_002258,control,1.52
user_002259,control,14.28
user_002260,control,17.28
user_002261,control,16.83
user_002262,control,32.74
user_002263,control,5.17
user_002264,control,20.99
user_002265,control,31.63
user_002266,control,2.94
user_002267,control,15.73
user_002268,control,8.14
user_002269,control,11.41
user_002270,control,16.09
user_002271,control,8.25
user_002272,control,7.1
user_002273,control,12.52
user_002274,control,5.1
user_002275,control,5.11
user_002276,control,20.98
user_002277,control,4.86
user_002278,control,20.76
user_002279,control,17.64
user_002280,control,3.06
user_002281,control,7.08
user_002282,control,31.67
user_002283,control,5.56
user_002284,control,8.4
user_002285,control,17.63
user_002286,control,22.8
user_002287,control,9.96
user_002288,control,7.55
user_002289,control,38.01
user_002290,control,48.97
user_002291,control,26.66
user_002292,control,13.04
user_002293,control,6.38
user_002294,control,6.27
user_002295,control,18.5
user_002296,control,17.03
user_002297,control,37.39
user_002298,control,20.5
user_002299,control,3.66
user_002300,control,28.26
user_002301,control,5.48
user_002302,control,8.96
user_002303,control,14.88
user_002304,control,60.13
user_002305,control,146.63
user_002306,control,19.79
user_002307,control,10.52
user_002308,control,18.68
user_002309,control,24.78
user_002310,control,9.43
user_002311,control,51.22
user_002312,control,14.64
user_002313,control,18.14
user_002314,control,20.75
user_002315,control,17.07
user_002316,control,23.83
user_002317,control,7.43
user_002318,control,7.79
user_002319,control,5.05
user_002320,control,17.32
user_002321,control,22.72
user_002322,control,17.57
user_002323,control,46.51
user_002324,control,12.13
user_002325,control,20.8
user_002326,control,5.09
user_002327,control,8.94
user_002328,control,21.25
user_002329,control,24.03
user_002330,control,9.63
user_002331,control,11.5
user_002332,control,3.62
user_002333,control,9.16
user_002334,control,24.84
user_002335,control,19.3
user_002336,control,18.18
user_002337,control,12.68
user_002338,control,12.25
user_002339,control,7.18
user_002340,control,21.31
user_002341,control,17.06
user_002342,control,18.06
user_002343,control,8.0
user_002344,control,2.18
user_002345,control,29.3
user_002346,control,8.31
user_002347,control,6.11
user_002348,control,21.22
user_002349,control,8.9
user_002350,control,28.44
user_002351,control,19.96
user_002352,control,21.05
user_002353,control,4.08
user_002354,control,32.12
user_002355,control,15.01
user_002356,control,9.07
user_002357,control,13.66
user_002358,control,2.94
user_002359,control,16.89
user_002360,control,5.35
user_002361,control,4.13
user_002362,control,3.6
user_002363,control,29.67
user_002364,control,7.36
user_002365,control,41.55
user_002366,control,7.94
user_002367,control,3.11
user_002368,control,4.99
user_002369,control,32.74
user_002370,control,10.75
user_002371,control,7.86
user_002372,control,13.85
user_002373,control,18.2
user_002374,control,29.78
user_002375,control,38.81
user_002376,control,9.14
user_002377,control,4.22
user_002378,control,8.75
user_002379,control,15.0
user_002380,control,5.63
user_002381,control,5.66
user_002382,control,16.04
user_002383,control,11.72
user_002384,control,12.51
user_002385,control,6.64
user_002386,control,10.13
user_002387,control,5.82
user_002388,control,24.83
user_002389,control,27.89
user_002390,control,2.78
user_002391,control,5.79
user_002392,control,3.68
user_002393,control,7.24
user_002394,control,11.4
user_002395,control,3.82
user_002396,control,5.83
user_002397,control,5.46
user_002398,control,14.38
user_002399,control,12.88
user_002400,control,6.84
user_002401,control,14.03
user_002402,control,7.87
user_002403,control,9.8
user_002404,control,46.47
user_002405,control,35.6
user_002406,control,4.31
user_002407,control,23.66
user_002408,control,23.32
user_002409,control,4.86
user_002410,control,23.45
user_002411,control,41.69
user_002412,control,4.96
user_002413,control,5.85
user_002414,control,27.5
user_002415,control,15.14
user_002416,control,18.94
user_002417,control,16.0
user_002418,control,16.65
user_002419,control,4.22
user_002420,control,28.16
user_002421,control,31.05
user_002422,control,10.14
user_002423,control,11.77
user_002424,control,3.58
user_002425,control,18.38
user_002426,control,19.25
user_002427,control,11.59
user_002428,control,29.95
user_002429,control,9.33
user_002430,control,19.14
user_002431,control,5.39
user_002432,control,11.96
user_002433,control,10.6
user_002434,control,14.59
user_002435,control,9.06
user_002436,control,10.97
user_002437,control,23.59
user_002438,control,8.59
user_002439,control,3.37
user_002440,control,49.39
user_002441,control,36.79
user_002442,control,4.33
user_002443,control,21.15
user_002444,control,8.15
user_002445,control,15.04
user_002446,control,15.42
user_002447,control,10.1
user_002448,control,6.51
user_002449,control,7.01
user_002450,control,5.85
user_002451,control,6.26
user_002452,control,11.55
user_002453,control,6.87
user_002454,control,21.02
user_002455,control,40.04
user_002456,control,7.66
user_002457,control,14.75
user_002458,control,18.17
user_002459,control,17.77
user_002460,control,12.95
user_002461,control,22.07
user_002462,control,17.92
user_002463,control,4.53
user_002464,control,24.42
user_002465,control,24.77
user_002466,control,6.62
user_002467,control,12.56
user_002468,control,21.05
user_002469,control,10.3
user_002470,control,28.74
user_002471,control,80.73
user_002472,control,6.5
user_002473,control,4.04
user_002474,control,15.53
user_002475,control,21.7
user_002476,control,10.13
user_002477,control,38.96
user_002478,control,4.18
user_002479,control,21.21
user_002480,control,7.5
user_002481,control,48.21
user_002482,control,59.98
user_002483,control,6.6
user_002484,control,7.85
user_002485,control,24.23
user_002486,control,8.94
user_002487,control,11.75
user_002488,control,12.43
user_002489,control,2.62
user_002490,control,12.05
user_002491,control,7.02
user_002492,control,8.21
user_002493,control,38.66
user_002494,control,4.46
user_002495,control,23.35
user_002496,control,9.75
user_002497,control,9.74
user_002498,control,22.93
user_002499,control,15.99
user_002500,control,19.23
user_002501,control,26.43
user_002502,control,9.35
user_002503,control,7.46
user_002504,control,5.11
user_002505,control,6.29
user_002506,control,128.93
user_002507,control,32.97
user_002508,control,4.13
user_002509,control,4.23
user_002510,control,17.91
user_002511,control,18.87
user_002512,control,18.9
user_002513,control,9.93
user_002514,control,11.02
user_002515,control,15.84
user_002516,control,13.05
user_002517,control,2.06
user_002518,control,10.14
user_002519,control,6.16
user_002520,control,14.02
user_002521,control,132.72
user_002522,control,16.35
user_002523,control,9.48
user_002524,control,25.47
user_002525,control,17.92
user_002526,control,17.05
user_002527,control,19.8
user_002528,control,63.13
user_002529,control,4.93
user_002530,control,17.79
user_002531,control,5.81
user_002532,control,19.0
user_002533,control,5.84
user_002534,control,8.72
user_002535,control,9.62
user_002536,control,26.59
user_002537,control,25.4
user_002538,control,4.5
user_002539,control,12.73
user_002540,control,6.91
user_002541,control,4.45
user_002542,control,10.24
user_002543,control,9.52
user_002544,control,84.89
user_002545,control,17.23
user_002546,control,4.05
user_002547,control,7.75
user_002548,control,27.58
user_002549,control,64.76
user_002550,control,3.43
user_002551,control,2.71
user_002552,control,54.42
user_002553,control,16.64
user_002554,control,6.08
user_002555,control,18.68
user_002556,control,1.48
user_002557,control,12.22
user_002558,control,15.84
user_002559,control,25.52
user_002560,control,5.41
user_002561,control,13.05
user_002562,control,5.81
user_002563,control,14.94
user_002564,control,5.95
user_002565,control,8.79
user_002566,control,5.49
user_002567,control,20.51
user_002568,control,24.21
user_002569,control,10.1
user_002570,control,12.56
user_002571,control,3.82
user_002572,control,9.59
user_002573,control,11.7
user_002574,control,99.15
user_002575,control,5.0
user_002576,control,39.3
user_002577,control,27.04
user_002578,control,15.25
user_002579,control,49.74
user_002580,control,16.41
user_002581,control,16.63
user_002582,control,11.68
user_002583,control,32.42
user_002584,control,29.29
user_002585,control,7.39
user_002586,control,4.24
user_002587,control,10.36
user_002588,control,6.42
user_002589,control,11.58
user_002590,control,32.78
user_002591,control,8.45
user_002592,control,11.77
user_002593,control,12.76
user_002594,control,24.02
user_002595,control,2.02
user_002596,control,7.5
user_002597,control,14.43
user_002598,control,31.82
user_002599,control,8.22
user_002600,control,2.71
user_002601,control,20.0
user_002602,control,7.33
user_002603,control,4.7
user_002604,control,7.39
user_002605,control,10.51
user_002606,control,7.51
user_002607,control,2.09
user_002608,control,24.97
user_002609,control,33.78
user_002610,control,20.52
user_002611,control,4.9
user_002612,control,10.37
user_002613,control,12.12
user_002614,control,19.67
user_002615,control,20.79
user_002616,control,6.77
user_002617,control,13.01
user_002618,control,17.56
user_002619,control,39.04
user_002620,control,21.4
user_002621,control,22.9
user_002622,control,13.03
user_002623,control,37.65
user_002624,control,16.91
user_002625,control,6.12
user_002626,control,37.44
user_002627,control,21.29
user_002628,control,8.55
user_002629,control,8.3
user_002630,control,15.44
user_002631,control,17.65
user_002632,control,14.27
user_002633,control,15.63
user_002634,control,47.46
user_002635,control,28.71
user_002636,control,14.19
user_002637,control,25.87
user_002638,control,5.33
user_002639,control,16.75
user_002640,control,51.8
user_002641,control,10.23
user_002642,control,6.18
user_002643,control,7.23
user_002644,control,5.1
user_002645,control,6.5
user_002646,control,9.06
user_002647,control,3.96
user_002648,control,12.34
user_002649,control,25.07
user_002650,control,5.89
user_002651,control,41.08
user_002652,control,18.33
user_002653,control,27.78
user_002654,control,7.2
user_002655,control,24.13
user_002656,control,5.09
user_002657,control,24.83
user_002658,control,13.98
user_002659,control,18.97
user_002660,control,4.76
user_002661,control,5.95
user_002662,control,19.64
user_002663,control,5.7
user_002664,control,17.65
user_002665,control,4.08
user_002666,control,24.01
user_002667,control,4.54
user_002668,control,18.95
user_002669,control,20.1
user_002670,control,6.98
user_002671,control,19.41
user_002672,control,15.0
user_002673,control,7.92
user_002674,control,5.44
user_002675,control,2.53
user_002676,control,16.11
user_002677,control,3.48
user_002678,control,13.15
user_002679,control,9.87
user_002680,control,20.97
user_002681,control,9.57
user_002682,control,9.36
user_002683,control,21.88
user_002684,control,15.93
user_002685,control,15.69
user_002686,control,17.73
user_002687,control,3.57
user_002688,control,22.32
user_002689,control,19.89
user_002690,control,5.4
user_002691,control,10.02
user_002692,control,11.81
user_002693,control,10.94
user_002694,control,15.91
user_002695,control,38.29
user_002696,control,28.95
user_002697,control,4.26
user_002698,control,20.04
user_002699,control,35.27
user_002700,control,16.6
user_002701,control,29.16
user_002702,control,60.94
user_002703,control,27.63
user_002704,control,14.87
user_002705,control,28.11
user_002706,control,13.68
user_002707,control,12.42
user_002708,control,9.2
user_002709,control,42.55
user_002710,control,6.33
user_002711,control,41.51
user_002712,control,18.17
user_002713,control,3.98
user_002714,control,16.35
user_002715,control,2.27
user_002716,control,20.09
user_002717,control,24.73
user_002718,control,7.58
user_002719,control,13.45
user_002720,control,58.17
user_002721,control,8.13
user_002722,control,5.22
user_002723,control,39.86
user_002724,control,58.56
user_002725,control,12.22
user_002726,control,27.36
user_002727,control,35.63
user_002728,control,6.73
user_002729,control,8.26
user_002730,control,32.61
user_002731,control,46.9
user_002732,control,19.11
user_002733,control,6.03
user_002734,control,59.72
user_002735,control,7.97
user_002736,control,9.32
user_002737,control,16.02
user_002738,control,42.24
user_002739,control,24.12
user_002740,control,16.98
user_002741,control,17.65
user_002742,control,12.61
user_002743,control,19.04
user_002744,control,1.61
user_002745,control,9.61
user_002746,control,14.78
user_002747,control,4.85
user_002748,control,16.59
user_002749,control,10.34
user_002750,control,49.62
user_002751,control,42.88
user_002752,control,8.39
user_002753,control,10.8
user_002754,control,11.48
user_002755,control,8.49
user_002756,control,14.24
user_002757,control,6.64
user_002758,control,4.93
user_002759,control,20.05
user_002760,control,20.16
user_002761,control,6.4
user_002762,control,24.94
user_002763,control,7.35
user_002764,control,14.92
user_002765,control,23.48
user_002766,control,11.86
user_002767,control,17.53
user_002768,control,8.06
user_002769,control,10.41
user_002770,control,10.33
user_002771,control,6.7
user_002772,control,10.58
user_002773,control,3.53
user_002774,control,8.22
user_002775,control,9.7
user_002776,control,9.92
user_002777,control,10.04
user_002778,control,11.6
user_002779,control,17.88
user_002780,control,24.52
user_002781,control,7.24
user_002782,control,4.65
user_002783,control,5.29
user_002784,control,8.25
user_002785,control,9.19
user_002786,control,6.58
user_002787,control,4.32
user_002788,control,8.46
user_002789,control,14.09
user_002790,control,19.61
user_002791,control,7.8
user_002792,control,8.75
user_002793,control,5.8
user_002794,control,11.88
user_002795,control,6.18
user_002796,control,19.27
user_002797,control,2.92
user_002798,control,9.14
user_002799,control,15.5
user_002800,control,14.11
user_002801,control,105.05
user_002802,control,16.12
user_002803,control,5.46
user_002804,control,11.29
user_002805,control,2.94
user_002806,control,11.42
user_002807,control,6.26
user_002808,control,25.34
user_002809,control,7.85
user_002810,control,11.1
user_002811,control,7.33
user_002812,control,48.96
user_002813,control,9.42
user_002814,control,52.78
user_002815,control,23.37
user_002816,control,17.92
user_002817,control,16.36
user_002818,control,16.69
user_002819,control,2.61
user_002820,control,9.75
user_002821,control,23.95
user_002822,control,11.72
user_002823,control,3.96
user_002824,control,11.68
user_002825,control,47.62
user_002826,control,33.03
user_002827,control,11.59
user_002828,control,26.08
user_002829,control,9.09
user_002830,control,3.12
user_002831,control,5.81
user_002832,control,42.53
user_002833,control,9.78
user_002834,control,10.03
user_002835,control,9.58
user_002836,control,55.89
user_002837,control,44.74
user_002838,control,71.88
user_002839,control,10.73
user_002840,control,15.43
user_002841,control,3.62
user_002842,control,39.71
user_002843,control,4.79
user_002844,control,14.49
user_002845,control,5.06
user_002846,control,7.61
user_002847,control,6.24
user_002848,control,7.49
user_002849,control,7.91
user_002850,control,7.86
user_002851,control,23.73
user_002852,control,5.03
user_002853,control,14.53
user_002854,control,32.28
user_002855,control,8.08
user_002856,control,6.86
user_002857,control,10.13
user_002858,control,31.31
user_002859,control,14.23
user_002860,control,7.96
user_002861,control,17.94
user_002862,control,5.04
user_002863,control,21.01
user_002864,control,16.89
user_002865,control,9.52
user_002866,control,6.23
user_002867,control,5.99
user_002868,control,18.69
user_002869,control,32.56
user_002870,control,7.32
user_002871,control,17.58
user_002872,control,2.29
user_002873,control,7.63
user_002874,control,11.88
user_002875,control,5.88
user_002876,control,5.76
user_002877,control,7.14
user_002878,control,15.39
user_002879,control,10.49
user_002880,control,2.03
user_002881,control,2.23
user_002882,control,7.5
user_002883,control,17.57
user_002884,control,1.35
user_002885,control,8.17
user_002886,control,8.0
user_002887,control,36.99
user_002888,control,8.95
user_002889,control,16.55
user_002890,control,13.64
user_002891,control,2.22
user_002892,control,22.52
user_002893,control,14.47
user_002894,control,18.29
user_002895,control,281.74
user_002896,control,2.3
user_002897,control,48.41
user_002898,control,9.68
user_002899,control,15.33
user_002900,control,11.75
user_002901,control,8.68
user_002902,control,7.72
user_002903,control,15.86
user_002904,control,3.62
user_002905,control,22.21
user_002906,control,8.73
user_002907,control,4.93
user_002908,control,8.5
user_002909,control,33.31
user_002910,control,7.94
user_002911,control,16.23
user_002912,control,6.79
user_002913,control,22.34
user_002914,control,21.08
user_002915,control,53.46
user_002916,control,10.59
user_002917,control,20.8
user_002918,control,13.18
user_002919,control,34.35
user_002920,control,6.85
user_002921,control,22.11
user_002922,control,10.43
user_002923,control,11.57
user_002924,control,13.11
user_002925,control,14.91
user_002926,control,11.1
user_002927,control,14.47
user_002928,control,43.06
user_002929,control,26.8
user_002930,control,24.42
user_002931,control,8.46
user_002932,control,5.98
user_002933,control,26.16
user_002934,control,24.55
user_002935,control,39.57
user_002936,control,7.51
user_002937,control,10.14
user_002938,control,3.28
user_002939,control,8.9
user_002940,control,27.04
user_002941,control,8.39
user_002942,control,20.34
user_002943,control,10.46
user_002944,control,15.79
user_002945,control,4.86
user_002946,control,13.04
user_002947,control,1.11
user_002948,control,10.49
user_002949,control,3.31
user_002950,control,31.97
user_002951,control,22.69
user_002952,control,17.7
user_002953,control,41.13
user_002954,control,5.7
user_002955,control,49.3
user_002956,control,25.68
user_002957,control,10.08
user_002958,control,30.22
user_002959,control,5.03
user_002960,control,6.3
user_002961,control,7.49
user_002962,control,7.98
user_002963,control,5.23
user_002964,control,32.41
user_002965,control,9.9
user_002966,control,16.15
user_002967,control,7.72
user_002968,control,2.84
user_002969,control,15.12
user_002970,control,2.64
user_002971,control,11.53
user_002972,control,4.08
user_002973,control,59.73
user_002974,control,25.26
user_002975,control,13.26
user_002976,control,33.48
user_002977,control,6.19
user_002978,control,18.82
user_002979,control,14.29
user_002980,control,15.05
user_002981,control,33.71
user_002982,control,21.89
user_002983,control,15.35
user_002984,control,3.24
user_002985,control,5.65
user_002986,control,11.04
user_002987,control,13.13
user_002988,control,4.93
user_002989,control,83.88
user_002990,control,40.98
user_002991,control,19.72
user_002992,control,12.91
user_002993,control,10.28
user_002994,control,5.69
user_002995,control,12.96
user_002996,control,14.97
user_002997,control,4.51
user_002998,control,15.92
user_002999,control,10.76
user_003000,control,2.65
user_003001,control,6.12
user_003002,control,8.75
user_003003,control,55.16
user_003004,control,19.02
user_003005,control,4.19
user_003006,control,17.97
user_003007,control,3.53
user_003008,control,28.97
user_003009,control,8.36
user_003010,control,11.3
user_003011,control,35.19
user_003012,control,4.35
user_003013,control,3.98
user_003014,control,7.64
user_003015,control,27.96
user_003016,control,3.61
user_003017,control,1.26
user_003018,control,8.49
user_003019,control,18.94
user_003020,control,31.82
user_003021,control,8.41
user_003022,control,8.77
user_003023,control,30.66
user_003024,control,2.73
user_003025,control,8.93
user_003026,control,14.19
user_003027,control,17.45
user_003028,control,8.1
user_003029,control,12.52
user_003030,control,1.66
user_003031,control,7.2
user_003032,control,17.51
user_003033,control,5.55
user_003034,control,12.77
user_003035,control,17.42
user_003036,control,9.26
user_003037,control,13.96
user_003038,control,5.64
user_003039,control,10.33
user_003040,control,19.85
user_003041,control,13.81
user_003042,control,7.62
user_003043,control,14.58
user_003044,control,21.58
user_003045,control,2.36
user_003046,control,30.79
user_003047,control,9.31
user_003048,control,17.12
user_003049,control,31.75
user_003050,control,4.07
user_003051,control,6.91
user_003052,control,9.67
user_003053,control,6.51
user_003054,control,48.81
user_003055,control,6.14
user_003056,control,7.81
user_003057,control,14.35
user_003058,control,4.66
user_003059,control,8.88
user_003060,control,15.7
user_003061,control,9.33
user_003062,control,11.31
user_003063,control,7.98
user_003064,control,3.63
user_003065,control,15.76
user_003066,control,49.6
user_003067,control,12.36
user_003068,control,14.59
user_003069,control,21.2
user_003070,control,4.41
user_003071,control,47.56
user_003072,control,14.32
user_003073,control,44.95
user_003074,control,6.78
user_003075,control,52.17
user_003076,control,22.65
user_003077,control,18.96
user_003078,control,14.69
user_003079,control,9.99
user_003080,control,31.83
user_003081,control,13.63
user_003082,control,2.53
user_003083,control,4.98
user_003084,control,10.5
user_003085,control,15.61
user_003086,control,11.64
user_003087,control,32.3
user_003088,control,2.56
user_003089,control,13.67
user_003090,control,2.85
user_003091,control,22.37
user_003092,control,11.3
user_003093,control,17.04
user_003094,control,6.1
user_003095,control,33.91
user_003096,control,28.03
user_003097,control,19.43
user_003098,control,10.98
user_003099,control,19.37
user_003100,control,6.92
user_003101,control,24.15
user_003102,control,45.59
user_003103,control,28.69
user_003104,control,6.8
user_003105,control,16.27
user_003106,control,4.33
user_003107,control,19.26
user_003108,control,17.47
user_003109,control,2.73
user_003110,control,4.81
user_003111,control,9.71
user_003112,control,9.58
user_003113,control,4.63
user_003114,control,16.63
user_003115,control,14.9
user_003116,control,10.43
user_003117,control,6.65
user_003118,control,28.19
user_003119,control,45.8
user_003120,control,8.27
user_003121,control,7.47
user_003122,control,18.05
user_003123,control,9.15
user_003124,control,10.9
user_003125,control,22.01
user_003126,control,2.64
user_003127,control,34.98
user_003128,control,12.91
user_003129,control,8.77
user_003130,control,11.34
user_003131,control,11.82
user_003132,control,3.05
user_003133,control,40.28
user_003134,control,12.59
user_003135,control,17.36
user_003136,control,26.08
user_003137,control,5.38
user_003138,control,17.79
user_003139,control,9.83
user_003140,control,23.98
user_003141,control,2.22
user_003142,control,11.25
user_003143,control,7.52
user_003144,control,17.22
user_003145,control,17.74
user_003146,control,6.92
user_003147,control,6.89
user_003148,control,11.15
user_003149,control,5.95
user_003150,control,23.89
user_003151,control,9.07
user_003152,control,1.19
user_003153,control,9.03
user_003154,control,5.31
user_003155,control,3.3
user_003156,control,4.53
user_003157,control,13.3
user_003158,control,35.27
user_003159,control,15.65
user_003160,control,7.5
user_003161,control,17.54
user_003162,control,8.44
user_003163,control,6.99
user_003164,control,4.84
user_003165,control,3.0
user_003166,control,8.92
user_003167,control,13.82
user_003168,control,11.28
user_003169,control,8.73
user_003170,control,5.72
user_003171,control,19.82
user_003172,control,4.25
user_003173,control,22.67
user_003174,control,5.46
user_003175,control,6.67
user_003176,control,3.77
user_003177,control,8.16
user_003178,control,26.58
user_003179,control,18.4
user_003180,control,26.65
user_003181,control,18.5
user_003182,control,5.04
user_003183,control,9.35
user_003184,control,6.53
user_003185,control,35.32
user_003186,control,4.68
user_003187,control,24.9
user_003188,control,24.89
user_003189,control,52.65
user_003190,control,8.78
user_003191,control,21.54
user_003192,control,75.59
user_003193,control,7.43
user_003194,control,3.57
user_003195,control,2.71
user_003196,control,21.55
user_003197,control,2.7
user_003198,control,9.04
user_003199,control,17.29
user_003200,control,14.13
user_003201,control,17.12
user_003202,control,14.55
user_003203,control,33.89
user_003204,control,5.69
user_003205,control,7.09
user_003206,control,6.57
user_003207,control,23.67
user_003208,control,25.04
user_003209,control,17.48
user_003210,control,31.4
user_003211,control,4.75
user_003212,control,46.24
user_003213,control,41.21
user_003214,control,21.94
user_003215,control,50.68
user_003216,control,3.24
user_003217,control,8.01
user_003218,control,6.76
user_003219,control,21.7
user_003220,control,5.26
user_003221,control,22.33
user_003222,control,36.47
user_003223,control,21.25
user_003224,control,15.29
user_003225,control,5.53
user_003226,control,6.19
user_003227,control,33.11
user_003228,control,22.73
user_003229,control,11.81
user_003230,control,8.72
user_003231,control,2.41
user_003232,control,5.17
user_003233,control,56.21
user_003234,control,4.37
user_003235,control,14.18
user_003236,control,27.27
user_003237,control,4.46
user_003238,control,14.12
user_003239,control,25.8
user_003240,control,12.3
user_003241,control,120.87
user_003242,control,3.21
user_003243,control,28.42
user_003244,control,10.61
user_003245,control,22.59
user_003246,control,17.34
user_003247,control,6.78
user_003248,control,14.63
user_003249,control,2.76
user_003250,control,19.74
user_003251,control,15.46
user_003252,control,20.31
user_003253,control,28.4
user_003254,control,16.35
user_003255,control,13.71
user_003256,control,6.02
user_003257,control,6.89
user_003258,control,31.48
user_003259,control,38.44
user_003260,control,10.07
user_003261,control,12.64
user_003262,control,5.91
user_003263,control,31.13
user_003264,control,20.75
user_003265,control,57.57
user_003266,control,6.03
user_003267,control,9.0
user_003268,control,14.66
user_003269,control,20.43
user_003270,control,10.25
user_003271,control,6.06
user_003272,control,24.66
user_003273,control,21.69
user_003274,control,5.85
user_003275,control,36.03
user_003276,control,31.07
user_003277,control,13.56
user_003278,control,12.98
user_003279,control,18.98
user_003280,control,6.11
user_003281,control,12.48
user_003282,control,2.18
user_003283,control,24.56
user_003284,control,3.49
user_003285,control,40.56
user_003286,control,9.35
user_003287,control,10.28
user_003288,control,7.37
user_003289,control,9.68
user_003290,control,37.9
user_003291,control,1.66
user_003292,control,33.84
user_003293,control,15.97
user_003294,control,4.64
user_003295,control,5.15
user_003296,control,46.58
user_003297,control,5.72
user_003298,control,4.84
user_003299,control,30.26
user_003300,control,15.97
user_003301,control,5.75
user_003302,control,14.49
user_003303,control,5.36
user_003304,control,29.39
user_003305,control,28.48
user_003306,control,18.65
user_003307,control,16.27
user_003308,control,49.85
user_003309,control,12.18
user_003310,control,4.73
user_003311,control,17.45
user_003312,control,64.64
user_003313,control,5.41
user_003314,control,9.12
user_003315,control,17.0
user_003316,control,11.67
user_003317,control,5.55
user_003318,control,29.89
user_003319,control,77.95
user_003320,control,14.25
user_003321,control,5.91
user_003322,control,3.53
user_003323,control,14.97
user_003324,control,29.46
user_003325,control,17.82
user_003326,control,12.16
user_003327,control,7.6
user_003328,control,5.08
user_003329,control,23.76
user_003330,control,25.31
user_003331,control,3.54
user_003332,control,43.46
user_003333,control,19.28
user_003334,control,37.33
user_003335,control,4.16
user_003336,control,4.09
user_003337,control,10.81
user_003338,control,18.21
user_003339,control,51.27
user_003340,control,21.43
user_003341,control,10.03
user_003342,control,5.36
user_003343,control,32.59
user_003344,control,5.63
user_003345,control,44.83
user_003346,control,9.7
user_003347,control,43.49
user_003348,control,20.97
user_003349,control,10.92
user_003350,control,8.04
user_003351,control,9.27
user_003352,control,17.16
user_003353,control,12.96
user_003354,control,7.58
user_003355,control,10.67
user_003356,control,12.97
user_003357,control,2.22
user_003358,control,17.58
user_003359,control,5.56
user_003360,control,4.84
user_003361,control,3.16
user_003362,control,2.9
user_003363,control,4.12
user_003364,control,6.91
user_003365,control,58.13
user_003366,control,8.0
user_003367,control,14.04
user_003368,control,16.78
user_003369,control,13.53
user_003370,control,11.45
user_003371,control,4.68
user_003372,control,38.89
user_003373,control,51.72
user_003374,control,3.17
user_003375,control,5.37
user_003376,control,9.74
user_003377,control,5.63
user_003378,control,18.26
user_003379,control,6.8
user_003380,control,68.86
user_003381,control,31.58
user_003382,control,14.44
user_003383,control,27.7
user_003384,control,29.51
user_003385,control,7.76
user_003386,control,6.34
user_003387,control,12.97
user_003388,control,24.27
user_003389,control,13.62
user_003390,control,3.45
user_003391,control,6.41
user_003392,control,11.48
user_003393,control,11.47
user_003394,control,59.03
user_003395,control,4.02
user_003396,control,18.26
user_003397,control,40.1
user_003398,control,74.98
user_003399,control,8.82
user_003400,control,18.05
user_003401,control,19.22
user_003402,control,14.24
user_003403,control,11.26
user_003404,control,17.27
user_003405,control,1.61
user_003406,control,21.02
user_003407,control,13.48
user_003408,control,10.2
user_003409,control,62.65
user_003410,control,7.1
user_003411,control,8.82
user_003412,control,59.93
user_003413,control,6.26
user_003414,control,7.85
user_003415,control,10.83
user_003416,control,23.87
user_003417,control,14.39
user_003418,control,4.33
user_003419,control,7.96
user_003420,control,7.49
user_003421,control,11.45
user_003422,control,17.13
user_003423,control,17.02
user_003424,control,2.94
user_003425,control,28.54
user_003426,control,14.91
user_003427,control,36.88
user_003428,control,17.38
user_003429,control,29.4
user_003430,control,17.69
user_003431,control,35.77
user_003432,control,18.5
user_003433,control,11.26
user_003434,control,75.03
user_003435,control,24.81
user_003436,control,19.28
user_003437,control,4.39
user_003438,control,4.35
user_003439,control,15.4
user_003440,control,13.69
user_003441,control,7.45
user_003442,control,13.64
user_003443,control,43.42
user_003444,control,21.25
user_003445,control,4.89
user_003446,control,11.14
user_003447,control,6.4
user_003448,control,8.93
user_003449,control,8.75
user_003450,control,8.31
user_003451,control,4.46
user_003452,control,11.0
user_003453,control,7.78
user_003454,control,1.17
user_003455,control,62.95
user_003456,control,29.11
user_003457,control,9.02
user_003458,control,12.37
user_003459,control,4.77
user_003460,control,47.3
user_003461,control,55.58
user_003462,control,13.81
user_003463,control,27.63
