user_id,group,revenue
user_004651,control,44.25
user_004652,control,47.0
user_004653,control,46.28
user_004654,control,39.33
user_004655,control,42.41
user_004656,control,57.85
user_004657,control,54.03
user_004658,control,52.18
user_004659,control,39.32
user_004660,control,50.81
user_004661,control,31.57
user_004662,control,56.74
user_004663,control,52.07
user_004664,control,39.24
user_004665,control,62.93
user_004666,control,35.63
user_004667,control,54.24
user_004668,control,54.44
user_004669,control,40.08
user_004670,control,49.7
user_004671,control,36.91
user_004672,control,27.23
user_004673,control,41.46
user_004674,control,45.07
user_004675,control,55.15
user_004676,control,50.54
user_004677,control,50.75
user_004678,control,41.88
user_004679,control,45.76
user_004680,control,42.56
user_004681,control,40.2
user_004682,control,45.25
user_004683,control,50.6
user_004684,control,45.42
user_004685,control,47.41
user_004686,control,55.56
user_004687,control,45.99
user_004688,control,39.33
user_004689,control,54.51
user_004690,control,52.13
user_004691,control,52.63
user_004692,control,55.01
user_004693,control,53.65
user_004694,control,50.23
user_004695,control,69.13
user_004696,control,39.72
user_004697,control,45.31
user_004698,control,57.74
user_004699,control,51.14
user_004700,control,56.06
user_004701,control,51.36
user_004702,control,60.99
user_004703,control,41.94
user_004704,control,60.74
user_004705,control,59.37
user_004706,control,40.32
user_004707,control,55.05
user_004708,control,49.66
user_004709,control,45.15
user_004710,control,34.89
user_004711,control,41.91
user_004712,control,55.66
user_004713,control,56.51
user_004714,control,48.31
user_004715,control,56.54
user_004716,control,57.56
user_004717,control,51.24
user_004718,control,44.22
user_004719,control,53.53
user_004720,control,53.9
user_004721,control,55.39
user_004722,control,56.92
user_004723,control,39.1
user_004724,control,45.92
user_004725,control,34.81
user_004726,control,55.98
user_004727,control,48.3
user_004728,control,53.45
user_004729,control,38.19
user_004730,control,61.21
user_004731,control,40.45
user_004732,control,56.2
user_004733,control,50.94
user_004734,control,48.48
user_004735,control,47.84
user_004736,control,44.9
user_004737,control,60.36
user_004738,control,50.1
user_004739,control,39.85
user_004740,control,46.93
user_004741,control,51.03
user_004742,control,57.18
user_004743,control,45.16
user_004744,control,45.7
user_004745,control,50.19
user_004746,control,56.99
user_004747,control,39.05
user_004748,control,54.04
user_004749,control,46.29
user_004750,control,47.4
user_004751,control,66.01
user_004752,control,48.43
user_004753,control,56.04
user_004754,control,55.75
user_004755,control,40.56
user_004756,control,35.24
user_004757,control,56.57
user_004758,control,41.33
user_004759,control,36.69
user_004760,control,58.21
user_004761,control,41.84
user_004762,control,43.82
user_004763,control,65.79
user_004764,control,36.72
user_004765,control,39.95
user_004766,control,46.32
user_004767,control,48.08
user_004768,control,42.85
user_004769,control,40.73
user_004770,control,62.08
user_004771,control,52.1
user_004772,control,54.68
user_004773,control,48.9
user_004774,control,52.32
user_004775,control,57.46
user_004776,control,42.03
user_004777,control,52.12
user_004778,control,55.57
user_004779,control,62.36
user_004780,control,65.58
user_004781,control,50.56
user_004782,control,59.11
user_004783,control,28.64
user_004784,control,62.42
user_004785,control,44.19
user_004786,control,48.07
user_004787,control,53.53
user_004788,control,48.77
user_004789,control,51.57
user_004790,control,62.7
user_004791,control,46.93
user_004792,control,41.3
user_004793,control,64.51
user_004794,control,54.21
user_004795,control,65.38
user_004796,control,56.91
user_004797,control,39.41
user_004798,control,55.16
user_004799,control,42.13
user_004800,control,50.06
user_004801,control,49.39
user_004802,control,37.06
user_004803,control,43.5
user_004804,control,67.64
user_004805,control,51.91
user_004806,control,48.6
user_004807,control,64.5
user_004808,control,46.83
user_004809,control,49.27
user_004810,control,57.93
user_004811,control,46.79
user_004812,control,44.03
user_004813,control,31.97
user_004814,control,42.51
user_004815,control,42.43
user_004816,control,51.27
user_004817,control,45.12
user_004818,control,67.26
user_004819,control,41.54
user_004820,control,61.21
user_004821,control,51.76
user_004822,control,56.45
user_004823,control,55.97
user_004824,control,32.25
user_004825,control,49.91
user_004826,control,47.9
user_004827,control,40.94
user_004828,control,53.68
user_004829,control,63.73
user_004830,control,28.62
user_004831,control,45.72
user_004832,control,40.03
user_004833,control,50.57
user_004834,control,47.4
user_004835,control,45.15
user_004836,control,55.52
user_004837,control,63.09
user_004838,control,71.29
user_004839,control,44.08
user_004840,control,35.43
user_004841,control,54.47
user_004842,control,62.88
user_004843,control,56.51
user_004844,control,62.85
user_004845,control,48.2
user_004846,control,45.12
user_004847,control,50.92
user_004848,control,47.36
user_004849,control,55.3
user_004850,control,57.76
user_004851,control,58.38
user_004852,control,54.08
user_004853,control,51.97
user_004854,control,56.36
user_004855,control,34.3
user_004856,control,51.68
user_004857,control,50.42
user_004858,control,51.7
user_004859,control,49.3
user_004860,control,53.45
user_004861,control,45.4
user_004862,control,59.04
user_004863,control,53.79
user_004864,control,51.21
user_004865,control,44.42
user_004866,control,56.52
user_004867,control,51.65
user_004868,control,43.96
user_004869,control,49.55
user_004870,control,55.03
user_004871,control,54.41
user_004872,control,53.9
user_004873,control,50.74
user_004874,control,58.21
user_004875,control,59.9
user_004876,control,55.9
user_004877,control,45.3
user_004878,control,41.54
user_004879,control,45.65
user_004880,control,65.63
user_004881,control,52.25
user_004882,control,67.01
user_004883,control,49.04
user_004884,control,47.93
user_004885,control,49.41
user_004886,control,49.26
user_004887,control,43.81
user_004888,control,40.81
user_004889,control,54.01
user_004890,control,58.44
user_004891,control,69.56
user_004892,control,46.53
user_004893,control,47.18
user_004894,control,43.83
user_004895,control,59.01
user_004896,control,56.52
user_004897,control,42.98
user_004898,control,42.78
user_004899,control,57.62
user_004900,control,53.07
user_004901,control,56.07
user_004902,control,42.94
user_004903,control,34.98
user_004904,control,43.0
user_004905,control,55.5
user_004906,control,66.89
user_004907,control,46.56
user_004908,control,68.21
user_004909,control,56.64
user_004910,control,38.86
user_004911,control,51.71
user_004912,control,56.91
user_004913,control,30.6
user_004914,control,55.16
user_004915,control,59.38
user_004916,control,53.19
user_004917,control,49.51
user_004918,control,48.62
user_004919,control,48.15
user_004920,control,40.59
user_004921,control,44.5
user_004922,control,46.67
user_004923,control,50.91
user_004924,control,45.55
user_004925,control,43.05
user_004926,control,56.08
user_004927,control,52.96
user_004928,control,45.69
user_004929,control,54.05
user_004930,control,46.37
user_004931,control,50.5
user_004932,control,57.8
user_004933,control,45.17
user_004934,control,40.62
user_004935,control,48.84
user_004936,control,39.09
user_004937,control,47.78
user_004938,control,47.75
user_004939,control,30.29
user_004940,control,54.25
user_004941,control,48.54
user_004942,control,59.46
user_004943,control,51.72
user_004944,control,55.88
user_004945,control,59.52
user_004946,control,48.95
user_004947,control,49.99
user_004948,control,37.41
user_004949,control,59.92
user_004950,control,48.83
user_004951,control,41.95
user_004952,control,55.92
user_004953,control,32.56
user_004954,control,46.57
user_004955,control,57.27
user_004956,control,46.5
user_004957,control,44.26
user_004958,control,46.67
user_004959,control,33.92
user_004960,control,55.72
user_004961,control,49.02
user_004962,control,47.82
user_004963,control,47.85
user_004964,control,50.11
user_004965,control,55.23
user_004966,control,49.58
user_004967,control,39.11
user_004968,control,54.6
user_004969,control,53.99
user_004970,control,51.64
user_004971,control,58.6
user_004972,control,50.24
user_004973,control,58.89
user_004974,control,61.26
user_004975,control,54.66
user_004976,control,44.02
user_004977,control,48.95
user_004978,control,59.91
user_004979,control,38.02
user_004980,control,46.86
user_004981,control,47.26
user_004982,control,43.08
user_004983,control,56.98
user_004984,control,53.01
user_004985,control,44.31
user_004986,control,54.84
user_004987,control,48.73
user_004988,control,42.88
user_004989,control,44.3
user_004990,control,53.49
user_004991,control,57.51
user_004992,control,46.11
user_004993,control,54.36
user_004994,control,62.65
user_004995,control,39.93
user_004996,control,52.85
user_004997,control,56.65
user_004998,control,49.24
user_004999,control,59.91
user_005000,control,67.59
user_005001,control,52.75
user_005002,control,48.13
user_005003,control,57.82
user_005004,control,56.74
user_005005,control,29.85
user_005006,control,49.98
user_005007,control,46.84
user_005008,control,53.17
user_005009,control,48.45
user_005010,control,49.32
user_005011,control,43.09
user_005012,control,55.88
user_005013,control,63.24
user_005014,control,43.22
user_005015,control,38.82
user_005016,control,50.16
user_005017,control,49.77
user_005018,control,59.37
user_005019,control,40.17
user_005020,control,45.7
user_005021,control,32.82
user_005022,control,61.0
user_005023,control,52.0
user_005024,control,46.29
user_005025,control,39.42
user_005026,control,40.16
user_005027,control,53.31
user_005028,control,41.14
user_005029,control,50.83
user_005030,control,66.34
user_005031,control,47.22
user_005032,control,42.31
user_005033,control,53.06
user_005034,control,40.19
user_005035,control,63.76
user_005036,control,61.23
user_005037,control,48.69
user_005038,control,42.82
user_005039,control,46.59
user_005040,control,47.63
user_005041,control,53.07
user_005042,control,58.32
user_005043,control,41.71
user_005044,control,58.09
user_005045,control,54.94
user_005046,control,45.94
user_005047,control,41.31
user_005048,control,50.93
user_005049,control,41.52
user_005050,control,58.19
user_005051,control,41.01
user_005052,control,54.38
user_005053,control,49.36
user_005054,control,45.52
user_005055,control,49.18
user_005056,control,58.64
user_005057,control,40.46
user_005058,control,46.7
user_005059,control,43.99
user_005060,control,49.69
user_005061,control,44.52
user_005062,control,35.86
user_005063,control,41.56
user_005064,control,63.1
user_005065,control,51.97
user_005066,control,51.7
user_005067,control,47.74
user_005068,control,49.59
user_005069,control,46.56
user_005070,control,54.22
user_005071,control,50.81
user_005072,control,40.63
user_005073,control,52.03
user_005074,control,30.33
user_005075,control,53.31
user_005076,control,38.73
user_005077,control,49.23
user_005078,control,40.44
user_005079,control,50.02
user_005080,control,54.63
user_005081,control,62.02
user_005082,control,37.67
user_005083,control,57.8
user_005084,control,51.05
user_005085,control,46.39
user_005086,control,56.08
user_005087,control,48.11
user_005088,control,55.74
user_005089,control,42.06
user_005090,control,44.94
user_005091,control,57.55
user_005092,control,61.88
user_005093,control,49.72
user_005094,control,27.7
user_005095,control,48.41
user_005096,control,50.26
user_005097,control,48.14
user_005098,control,52.69
user_005099,control,46.18
user_005100,control,56.71
user_005101,control,40.67
user_005102,control,59.89
user_005103,control,62.4
user_005104,control,42.7
user_005105,control,42.69
user_005106,control,53.29
user_005107,control,40.5
user_005108,control,46.06
user_005109,control,58.82
user_005110,control,55.9
user_005111,control,65.84
user_005112,control,51.37
user_005113,control,45.11
user_005114,control,50.41
user_005115,control,48.8
user_005116,control,48.91
user_005117,control,49.81
user_005118,control,42.55
user_005119,control,52.26
user_005120,control,38.73
user_005121,control,44.27
user_005122,control,49.05
user_005123,control,31.92
user_005124,control,56.15
user_005125,control,33.57
user_005126,control,55.36
user_005127,control,39.66
user_005128,control,46.76
user_005129,control,54.15
user_005130,control,67.59
user_005131,control,50.93
user_005132,control,34.14
user_005133,control,57.63
user_005134,control,48.14
user_005135,control,50.56
user_005136,control,54.46
user_005137,control,32.2
user_005138,control,50.05
user_005139,control,46.72
user_005140,control,59.77
user_005141,control,55.82
user_005142,control,36.98
user_005143,control,60.1
user_005144,control,53.6
user_005145,control,37.62
user_005146,control,50.45
user_005147,control,58.28
user_005148,control,40.29
user_005149,control,61.02
user_005150,control,37.9
user_005151,control,43.67
user_005152,control,42.46
user_005153,control,61.02
user_005154,control,46.07
user_005155,control,40.7
user_005156,control,53.56
user_005157,control,55.29
user_005158,control,55.34
user_005159,control,47.83
user_005160,control,52.04
user_005161,control,44.8
user_005162,control,63.4
user_005163,control,59.15
user_005164,control,58.66
user_005165,control,56.35
user_005166,control,54.16
user_005167,control,40.05
user_005168,control,55.07
user_005169,control,50.91
user_005170,control,60.11
user_005171,control,56.46
user_005172,control,54.4
user_005173,control,36.53
user_005174,control,49.29
user_005175,control,45.54
user_005176,control,52.02
user_005177,control,46.68
user_005178,control,47.79
user_005179,control,53.67
user_005180,control,46.54
user_005181,control,50.97
user_005182,control,37.84
user_005183,control,43.34
user_005184,control,55.25
user_005185,control,40.16
user_005186,control,59.97
user_005187,control,57.8
user_005188,control,47.85
user_005189,control,73.99
user_005190,control,59.94
user_005191,control,42.41
user_005192,control,55.97
user_005193,control,50.53
user_005194,control,43.79
user_005195,control,41.44
user_005196,control,57.96
user_005197,control,45.22
user_005198,control,49.18
user_005199,control,42.63
user_005200,control,44.01
user_005201,control,48.98
user_005202,control,53.11
user_005203,control,29.29
user_005204,control,50.14
user_005205,control,44.03
user_005206,control,61.22
user_005207,control,73.54
user_005208,control,47.13
user_005209,control,36.22
user_005210,control,50.94
user_005211,control,48.36
user_005212,control,65.77
user_005213,control,63.33
user_005214,control,56.92
user_005215,control,45.31
user_005216,control,55.42
user_005217,control,52.12
user_005218,control,51.93
user_005219,control,37.53
user_005220,control,58.49
user_005221,control,50.86
user_005222,control,49.19
user_005223,control,45.2
user_005224,control,43.65
user_005225,control,52.54
user_005226,control,36.01
user_005227,control,56.32
user_005228,control,41.57
user_005229,control,33.53
user_005230,control,64.58
user_005231,control,43.14
user_005232,control,44.22
user_005233,control,59.08
user_005234,control,64.84
user_005235,control,37.74
user_005236,control,42.35
user_005237,control,42.94
user_005238,control,57.48
user_005239,control,63.11
user_005240,control,41.36
user_005241,control,61.32
user_005242,control,44.33
user_005243,control,52.69
user_005244,control,39.83
user_005245,control,49.02
user_005246,control,49.11
user_005247,control,47.48
user_005248,control,53.08
user_005249,control,41.94
user_005250,control,42.93
user_005251,control,53.5
user_005252,control,60.74
user_005253,control,49.82
user_005254,control,54.03
user_005255,control,56.06
user_005256,control,56.64
user_005257,control,42.37
user_005258,control,43.78
user_005259,control,44.48
user_005260,control,65.43
user_005261,control,54.07
user_005262,control,53.71
user_005263,control,52.93
user_005264,control,39.43
user_005265,control,65.51
user_005266,control,53.83
user_005267,control,55.79
user_005268,control,35.88
user_005269,control,56.24
user_005270,control,47.15
user_005271,control,39.42
user_005272,control,42.37
user_005273,control,39.88
user_005274,control,39.75
user_005275,control,50.48
user_005276,control,46.91
user_005277,control,52.67
user_005278,control,63.41
user_005279,control,48.96
user_005280,control,32.04
user_005281,control,48.06
user_005282,control,59.55
user_005283,control,49.31
user_005284,control,62.23
user_005285,control,53.62
user_005286,control,35.29
user_005287,control,50.88
user_005288,control,52.38
user_005289,control,58.64
user_005290,control,64.56
user_005291,control,57.26
user_005292,control,53.52
user_005293,control,55.41
user_005294,control,48.66
user_005295,control,38.3
user_005296,control,50.33
user_005297,control,52.92
user_005298,control,40.37
user_005299,control,60.61
user_005300,control,58.04
user_005301,control,39.03
user_005302,control,60.93
user_005303,control,47.53
user_005304,control,43.77
user_005305,control,58.63
user_005306,control,49.59
user_005307,control,65.19
user_005308,control,43.18
user_005309,control,36.15
user_005310,control,47.76
user_005311,control,56.31
user_005312,control,42.58
user_005313,control,39.36
user_005314,control,51.83
user_005315,control,38.29
user_005316,control,52.45
user_005317,control,47.28
user_005318,control,53.96
user_005319,control,38.93
user_005320,control,60.39
user_005321,control,48.54
user_005322,control,56.11
user_005323,control,57.68
user_005324,control,40.74
user_005325,control,57.06
user_005326,control,38.6
user_005327,control,39.04
user_005328,control,65.71
user_005329,control,58.89
user_005330,control,66.59
user_005331,control,47.04
user_005332,control,50.82
user_005333,control,54.22
user_005334,control,49.9
user_005335,control,44.03
user_005336,control,42.83
user_005337,control,51.71
user_005338,control,41.47
user_005339,control,41.24
user_005340,control,53.15
user_005341,control,49.24
user_005342,control,57.5
user_005343,control,46.6
user_005344,control,45.35
user_005345,control,53.39
user_005346,control,43.5
user_005347,control,44.73
user_005348,control,45.05
user_005349,control,48.32
user_005350,control,64.18
user_005351,control,38.99
user_005352,control,60.36
user_005353,control,55.9
user_005354,control,62.54
user_005355,control,75.09
user_005356,control,61.45
user_005357,control,57.41
user_005358,control,39.5
user_005359,control,40.51
user_005360,control,52.88
user_005361,control,36.42
user_005362,control,54.92
user_005363,control,32.92
user_005364,control,59.22
user_005365,control,47.43
user_005366,control,51.01
user_005367,control,44.01
user_005368,control,34.81
user_005369,control,59.88
user_005370,control,60.69
user_005371,control,47.19
user_005372,control,55.3
user_005373,control,46.87
user_005374,control,52.31
user_005375,control,56.07
user_005376,control,54.44
user_005377,control,60.73
user_005378,control,54.15
user_005379,control,50.22
user_005380,control,43.91
user_005381,control,46.17
user_005382,control,56.48
user_005383,control,37.99
user_005384,control,58.85
user_005385,control,47.75
user_005386,control,43.45
user_005387,control,41.21
user_005388,control,55.39
user_005389,control,49.88
user_005390,control,62.71
user_005391,control,39.9
user_005392,control,45.37
user_005393,control,49.26
user_005394,control,43.99
user_005395,control,50.05
user_005396,control,52.56
user_005397,control,53.88
user_005398,control,62.05
user_005399,control,39.57
user_005400,control,52.7
user_005401,control,44.82
user_005402,control,53.44
user_005403,control,53.45
user_005404,control,42.1
user_005405,control,42.79
user_005406,control,54.09
user_005407,control,50.19
user_005408,control,48.24
user_005409,control,55.26
user_005410,control,55.85
user_005411,control,45.76
user_005412,control,43.18
user_005413,control,39.9
user_005414,control,50.27
user_005415,control,38.61
user_005416,control,50.8
user_005417,control,59.73
user_005418,control,47.17
user_005419,control,45.71
user_005420,control,65.98
user_005421,control,62.08
user_005422,control,43.88
user_005423,control,51.11
user_005424,control,52.63
user_005425,control,51.63
user_005426,control,64.52
user_005427,control,50.7
user_005428,control,51.9
user_005429,control,55.51
user_005430,control,59.52
user_005431,control,57.5
user_005432,control,54.3
user_005433,control,37.53
user_005434,control,46.09
user_005435,control,56.56
user_005436,control,52.0
user_005437,control,56.61
user_005438,control,65.1
user_005439,control,40.58
user_005440,control,59.1
user_005441,control,47.36
user_005442,control,57.48
user_005443,control,49.67
user_005444,control,67.02
user_005445,control,51.04
user_005446,control,44.88
user_005447,control,53.36
user_005448,control,52.59
user_005449,control,59.1
user_005450,control,53.58
user_005451,control,69.8
user_005452,control,49.11
user_005453,control,49.2
user_005454,control,45.17
user_005455,control,50.69
user_005456,control,51.85
user_005457,control,52.25
user_005458,control,50.54
user_005459,control,45.12
user_005460,control,42.95
user_005461,control,47.0
user_005462,control,59.13
user_005463,control,60.85
user_005464,control,49.38
user_005465,control,42.47
user_005466,control,49.35
user_005467,control,66.73
user_005468,control,57.99
user_005469,control,54.41
user_005470,control,57.7
user_005471,control,62.32
user_005472,control,40.78
user_005473,control,46.86
user_005474,control,45.77
user_005475,control,54.7
user_005476,control,51.28
user_005477,control,56.05
user_005478,control,45.94
user_005479,control,60.98
user_005480,control,49.45
user_005481,control,55.56
user_005482,control,59.56
user_005483,control,58.92
user_005484,control,52.89
user_005485,control,56.55
user_005486,control,63.93
user_005487,control,54.11
user_005488,control,44.16
user_005489,control,54.66
user_005490,control,49.7
user_005491,control,31.22
user_005492,control,53.7
user_005493,control,50.93
user_005494,control,59.25
user_005495,control,44.0
user_005496,control,37.95
user_005497,control,51.35
user_005498,control,53.04
user_005499,control,50.75
user_005500,control,50.17
user_005501,control,41.45
user_005502,control,48.89
user_005503,control,47.21
user_005504,control,58.58
user_005505,control,53.03
user_005506,control,47.78
user_005507,control,63.79
user_005508,control,47.85
user_005509,control,54.46
user_005510,control,48.66
user_005511,control,63.05
user_005512,control,50.69
user_005513,control,50.93
user_005514,control,48.88
user_005515,control,51.57
user_005516,control,59.6
user_005517,control,56.77
user_005518,control,50.22
user_005519,control,63.61
user_005520,control,56.98
user_005521,control,46.49
user_005522,control,38.96
user_005523,control,46.68
user_005524,control,53.31
user_005525,control,54.78
user_005526,control,60.87
user_005527,control,41.24
user_005528,control,46.49
user_005529,control,40.58
user_005530,control,39.29
user_005531,control,44.98
user_005532,control,52.93
user_005533,control,56.17
user_005534,control,42.41
user_005535,control,43.53
user_005536,control,35.76
user_005537,control,51.71
user_005538,control,44.14
user_005539,control,63.3
user_005540,control,53.28
user_005541,control,48.63
user_005542,control,44.87
user_005543,control,38.04
user_005544,control,39.06
user_005545,control,45.02
user_005546,control,44.41
user_005547,control,42.01
user_005548,control,53.02
user_005549,control,54.11
user_005550,control,46.33
user_005551,control,65.48
user_005552,control,36.03
user_005553,control,50.47
user_005554,control,48.25
user_005555,control,45.59
user_005556,control,44.42
user_005557,control,49.94
user_005558,control,48.2
user_005559,control,46.86
user_005560,control,39.61
user_005561,control,37.06
user_005562,control,47.69
user_005563,control,46.78
user_005564,control,48.42
user_005565,control,49.13
user_005566,control,45.82
user_005567,control,48.3
user_005568,control,43.17
user_005569,control,62.19
user_005570,control,43.6
user_005571,control,47.03
user_005572,control,44.21
user_005573,control,44.08
user_005574,control,50.2
user_005575,control,49.18
user_005576,control,46.32
user_005577,control,47.73
user_005578,control,44.24
user_005579,control,53.21
user_005580,control,66.44
user_005581,control,43.0
user_005582,control,53.15
user_005583,control,50.36
user_005584,control,55.35
user_005585,control,55.57
user_005586,control,51.64
user_005587,control,49.68
user_005588,control,46.52
user_005589,control,43.88
user_005590,control,49.23
user_005591,control,39.72
user_005592,control,45.25
user_005593,control,58.85
user_005594,control,50.79
user_005595,control,57.14
user_005596,control,61.76
user_005597,control,48.58
user_005598,control,51.66
user_005599,control,47.59
user_005600,control,43.5
user_005601,control,42.38
user_005602,control,56.75
user_005603,control,51.67
user_005604,control,64.77
user_005605,control,57.78
user_005606,control,44.15
user_005607,control,56.72
user_005608,control,47.56
user_005609,control,59.73
user_005610,control,46.11
user_005611,control,41.58
user_005612,control,43.63
user_005613,control,44.04
user_005614,control,43.28
user_005615,control,45.42
user_005616,control,56.85
user_005617,control,64.37
user_005618,control,39.36
user_005619,control,60.11
user_005620,control,46.18
user_005621,control,52.78
user_005622,control,36.77
user_005623,control,54.19
user_005624,control,33.96
user_005625,control,52.51
user_005626,control,52.06
user_005627,control,51.53
user_005628,control,44.12
user_005629,control,54.4
user_005630,control,53.13
user_005631,control,48.32
user_005632,control,55.37
user_005633,control,49.24
user_005634,control,54.23
user_005635,control,48.99
user_005636,control,51.73
user_005637,control,54.6
user_005638,control,46.82
user_005639,control,40.13
user_005640,control,52.21
user_005641,control,59.52
user_005642,control,52.39
user_005643,control,52.55
user_005644,control,49.66
user_005645,control,55.91
user_005646,control,48.51
user_005647,control,46.37
user_005648,control,58.84
user_005649,control,45.76
user_005650,control,57.12
user_005651,control,58.85
user_005652,control,54.53
user_005653,control,40.01
user_005654,control,50.22
user_005655,control,48.38
user_005656,control,46.03
user_005657,control,51.14
user_005658,control,56.15
user_005659,control,46.33
user_005660,control,48.63
user_005661,control,48.07
user_005662,control,59.31
user_005663,control,47.94
user_005664,control,40.12
user_005665,control,37.41
user_005666,control,52.9
user_005667,control,43.91
user_005668,control,55.35
user_005669,control,39.35
user_005670,control,45.69
user_005671,control,39.36
user_005672,control,53.48
user_005673,control,55.19
user_005674,control,52.71
user_005675,control,41.31
user_005676,control,44.03
user_005677,control,51.87
user_005678,control,36.5
user_005679,control,48.07
user_005680,control,62.14
user_005681,control,48.56
user_005682,control,38.09
user_005683,control,45.14
user_005684,control,44.95
user_005685,control,67.12
user_005686,control,63.33
user_005687,control,55.85
user_005688,control,47.26
user_005689,control,59.61
user_005690,control,40.93
user_005691,control,58.61
user_005692,control,57.42
user_005693,control,48.79
user_005694,control,59.11
user_005695,control,46.42
user_005696,control,39.88
user_005697,control,57.82
user_005698,control,49.32
user_005699,control,54.81
user_005700,control,64.57
user_005701,control,44.22
user_005702,control,48.85
user_005703,control,62.56
user_005704,control,55.35
user_005705,control,44.4
user_005706,control,42.36
user_005707,control,45.78
user_005708,control,44.09
user_005709,control,51.9
user_005710,control,50.63
user_005711,control,52.23
user_005712,control,43.27
user_005713,control,49.43
user_005714,control,33.55
user_005715,control,51.16
user_005716,control,59.4
user_005717,control,38.6
user_005718,control,53.87
user_005719,control,45.11
user_005720,control,56.42
user_005721,control,51.27
user_005722,control,53.24
user_005723,control,50.52
user_005724,control,60.63
user_005725,control,52.78
user_005726,control,44.36
user_005727,control,50.79
user_005728,control,47.05
user_005729,control,51.3
user_005730,control,46.64
user_005731,control,44.59
user_005732,control,51.59
user_005733,control,50.45
user_005734,control,58.51
user_005735,control,46.68
user_005736,control,34.15
user_005737,control,47.09
user_005738,control,36.99
user_005739,control,53.33
user_005740,control,36.61
user_005741,control,42.09
user_005742,control,47.1
user_005743,control,62.35
user_005744,control,41.42
user_005745,control,50.1
user_005746,control,54.64
user_005747,control,61.87
user_005748,control,56.22
user_005749,control,58.75
user_005750,control,56.91
user_005751,control,40.33
user_005752,control,52.88
user_005753,control,56.79
user_005754,control,42.35
user_005755,control,45.36
user_005756,control,43.57
user_005757,control,56.18
user_005758,control,49.45
user_005759,control,47.43
user_005760,control,39.75
user_005761,control,49.46
user_005762,control,45.46
user_005763,control,51.95
user_005764,control,40.86
user_005765,control,51.42
user_005766,control,46.49
user_005767,control,40.01
user_005768,control,39.38
user_005769,control,40.58
user_005770,control,48.35
user_005771,control,50.97
user_005772,control,52.16
user_005773,control,52.46
user_005774,control,43.93
user_005775,control,58.47
user_005776,control,46.46
user_005777,control,53.6
user_005778,control,48.69
user_005779,control,53.0
user_005780,control,48.29
user_005781,control,53.15
user_005782,control,49.94
user_005783,control,56.51
user_005784,control,43.45
user_005785,control,35.84
user_005786,control,42.21
user_005787,control,58.55
user_005788,control,48.76
user_005789,control,50.74
user_005790,control,41.57
user_005791,control,50.52
user_005792,control,41.82
user_005793,control,42.99
user_005794,control,46.78
user_005795,control,53.56
user_005796,control,54.41
user_005797,control,54.63
user_005798,control,37.3
user_005799,control,49.95
user_005800,control,48.43
user_005801,control,37.74
user_005802,control,50.13
user_005803,control,48.0
user_005804,control,54.09
user_005805,control,50.65
user_005806,control,45.61
user_005807,control,57.41
user_005808,control,32.23
user_005809,control,49.49
user_005810,control,35.89
user_005811,control,42.7
user_005812,control,54.2
user_005813,control,39.81
user_005814,control,38.61
user_005815,control,69.06
user_005816,control,39.13
user_005817,control,63.2
user_005818,control,48.62
user_005819,control,45.8
user_005820,control,54.53
user_005821,control,60.69
user_005822,control,40.83
user_005823,control,45.92
user_005824,control,56.77
user_005825,control,52.3
user_005826,control,58.82
user_005827,control,54.12
user_005828,control,64.47
user_005829,control,51.43
user_005830,control,51.77
user_005831,control,52.57
user_005832,control,48.86
user_005833,control,56.78
user_005834,control,51.9
user_005835,control,56.31
user_005836,control,57.56
user_005837,control,53.43
user_005838,control,54.01
user_005839,control,41.92
user_005840,control,45.6
user_005841,control,56.75
user_005842,control,61.39
user_005843,control,34.48
user_005844,control,45.46
user_005845,control,50.19
user_005846,control,42.97
user_005847,control,43.42
user_005848,control,53.8
user_005849,control,62.65
user_005850,control,33.75
user_005851,control,48.64
user_005852,control,53.71
user_005853,control,56.24
user_005854,control,52.55
user_005855,control,64.09
user_005856,control,50.23
user_005857,control,60.5
user_005858,control,44.83
user_005859,control,50.46
user_005860,control,40.3
user_005861,control,57.21
user_005862,control,49.04
user_005863,control,52.86
user_005864,control,47.49
user_005865,control,54.69
user_005866,control,53.18
user_005867,control,42.04
user_005868,control,42.51
user_005869,control,49.78
user_005870,control,55.28
user_005871,control,64.9
user_005872,control,52.42
user_005873,control,58.06
user_005874,control,37.1
user_005875,control,66.1
user_005876,control,54.85
user_005877,control,49.6
user_005878,control,48.68
user_005879,control,41.14
user_005880,control,43.43
user_005881,control,65.28
user_005882,control,42.09
user_005883,control,41.93
user_005884,control,44.38
user_005885,control,40.41
user_005886,control,50.12
user_005887,control,58.71
user_005888,control,45.12
user_005889,control,39.01
user_005890,control,52.33
user_005891,control,49.55
user_005892,control,58.02
user_005893,control,46.36
user_005894,control,47.92
user_005895,control,48.8
user_005896,control,50.71
user_005897,control,46.86
user_005898,control,45.56
user_005899,control,35.2
user_005900,control,45.48
user_005901,control,55.72
user_005902,control,56.8
user_005903,control,46.23
user_005904,control,60.4
user_005905,control,49.77
user_005906,control,39.3
user_005907,control,36.78
user_005908,control,59.75
user_005909,control,47.02
user_005910,control,40.29
user_005911,control,31.93
user_005912,control,46.83
user_005913,control,53.24
user_005914,control,44.42
user_005915,control,41.57
user_005916,control,45.6
user_005917,control,59.95
user_005918,control,38.86
user_005919,control,44.87
user_005920,control,59.69
user_005921,control,53.95
